"","term","description","url","package","title"
"48","unnest_tokens()",NA,NA,NA,"psyteachr_ads Ch. 10"
"49","tibble()","create tibble","https://tibble.tidyverse.org/reference/tibble.html","tibble","psyteachr_ads Ch. 10"
"50","anti_join()","join two data sets dropping all observations in x that have a match in y","https://dplyr.tidyverse.org/reference/filter-joins.html","dplyr","psyteachr_ads Ch. 10"
"51","slice_max()",NA,NA,NA,"psyteachr_ads Ch. 10"
"52","geom_text_wordcloud_area()",NA,NA,NA,"psyteachr_ads Ch. 10"
"53","scale_size_area()",NA,NA,NA,"psyteachr_ads Ch. 10"
"54","ggtitle()",NA,NA,NA,"psyteachr_ads Ch. 10"
"55","theme_minimal()",NA,NA,NA,"psyteachr_ads Ch. 10"
"56","ne_countries()",NA,NA,NA,"psyteachr_ads Ch. 10"
"57","geom_sf()",NA,NA,NA,"psyteachr_ads Ch. 10"
"58","element_rect()",NA,NA,NA,"psyteachr_ads Ch. 10"
"59","ne_states()",NA,NA,NA,"psyteachr_ads Ch. 10"
"60","bind_rows()","bind rows in dplyr","https://dplyr.tidyverse.org/reference/bind.html","dplyr","psyteachr_ads Ch. 10"
"61","is.na()","determine whether elements of vector are missing","https://rdrr.io/r/base/NA.html","base","psyteachr_ads Ch. 10"
"62","coord_sf()",NA,NA,NA,"psyteachr_ads Ch. 10"
"63","st_crs()",NA,NA,NA,"psyteachr_ads Ch. 10"
"64","scale_fill_manual()",NA,NA,NA,"psyteachr_ads Ch. 10"
"65","ifelse()","conditionally set values","https://rdrr.io/r/base/ifelse.html","base","psyteachr_ads Ch. 10"
"66","left_join()","join two data sets keeping the observations in the left one","https://dplyr.tidyverse.org/reference/mutate-joins.html","dplyr","psyteachr_ads Ch. 10"
"67","select()","keep specified columns","https://dplyr.tidyverse.org/reference/select.html","dplyr","psyteachr_ads Ch. 10"
"68","scale_fill_viridis_c()",NA,NA,NA,"psyteachr_ads Ch. 10"
"69","paste0()","concatenate character vectors with no space between elements","https://rdrr.io/r/base/paste.html","base","psyteachr_ads Ch. 10"
"70","read_excel()","import either xls or xlsx Excel files","https://readxl.tidyverse.org/reference/read_excel.html","readxl","psyteachr_ads Ch. 10"
"71","round()","round values to specified number of digits","https://rdrr.io/r/base/Round.html","base","psyteachr_ads Ch. 10"
"72","as.numeric()","coerce object to numeric","https://rdrr.io/r/base/numeric.html","base","psyteachr_ads Ch. 10"
"73","geom_col()","create bar chart based on values in data","https://ggplot2.tidyverse.org/reference/geom_bar.html","ggplot2","psyteachr_ads Ch. 10"
"74","scale_fill_viridis_d()",NA,NA,NA,"psyteachr_ads Ch. 10"
"75","scale_x_discrete()",NA,NA,NA,"psyteachr_ads Ch. 10"
"76","guide_axis()",NA,NA,NA,"psyteachr_ads Ch. 10"
"77","scale_y_continuous()","scale y axis to be continuous","https://ggplot2.tidyverse.org/reference/scale_continuous.html","ggplot2","psyteachr_ads Ch. 10"
"78","include_graphics()",NA,NA,NA,"psyteachr_ads Ch. 10"
"79","citation()",NA,NA,NA,"psyteachr_ads Ch. 10"
"80","toBibtex()",NA,NA,NA,"psyteachr_ads Ch. 10"
"81","datatable()",NA,NA,NA,"psyteachr_ads Ch. 10"
"82","lm()","fit linear model","https://rdrr.io/r/stats/lm.html","stats","psyteachr_ads Ch. 10"
"83","person()",NA,NA,NA,"psyteachr_ads Ch. 10"
"84","week()",NA,NA,NA,"psyteachr_ads Ch. 10"
"85","word()",NA,NA,NA,"psyteachr_ads Ch. 10"
"86","year()","return or set year component of a date-time","https://lubridate.tidyverse.org/reference/year.html","lubridate","psyteachr_ads Ch. 10"
